Liechtenstein,Vaduz,Franc,35000,2023-09-05 23:41:55.173061,/places/default/view/Liechtenstein-127
Lithuania,Vilnius,Litas,3565000,2023-09-05 23:41:55.228987,/places/default/view/Lithuania-128
Luxembourg,Luxembourg,Euro,497538,2023-09-05 23:41:55.286792,/places/default/view/Luxembourg-129
Macao,Macao,Pataca,449198,2023-09-05 23:41:55.343022,/places/default/view/Macao-130
Macedonia,Skopje,Denar,2062294,2023-09-05 23:41:55.399938,/places/default/view/Macedonia-131
Madagascar,Antananarivo,Ariary,21281844,2023-09-05 23:41:55.486331,/places/default/view/Madagascar-132
Malawi,Lilongwe,Kwacha,15447500,2023-09-05 23:41:55.548295,/places/default/view/Malawi-133
Malaysia,Kuala Lumpur,Ringgit,28274729,2023-09-05 23:41:55.601106,/places/default/view/Malaysia-134
Maldives,Male,Rufiyaa,395650,2023-09-05 23:41:55.658330,/places/default/view/Maldives-135
Mali,Bamako,Franc,13796354,2023-09-05 23:41:55.729212,/places/default/view/Mali-136
Malta,Valletta,Euro,403000,2023-09-05 23:41:55.818983,/places/default/view/Malta-137
Marshall Islands,Majuro,Dollar,65859,2023-09-05 23:41:55.880829,/places/default/view/Marshall-Islands-138
Martinique,Fort-de-France,Euro,432900,2023-09-05 23:41:55.935170,/places/default/view/Martinique-139
Mauritania,Nouakchott,Ouguiya,3205060,2023-09-05 23:41:55.989156,/places/default/view/Mauritania-140
Mauritius,Port Louis,Rupee,1294104,2023-09-05 23:41:56.046393,/places/default/view/Mauritius-141
Mayotte,Mamoudzou,Euro,159042,2023-09-05 23:41:56.115852,/places/default/view/Mayotte-142
Mexico,Mexico City,Peso,112468855,2023-09-05 23:41:56.172453,/places/default/view/Mexico-143
Micronesia,Palikir,Dollar,107708,2023-09-05 23:41:56.229285,/places/default/view/Micronesia-144
Moldova,Chisinau,Leu,4324000,2023-09-05 23:41:56.285853,/places/default/view/Moldova-145
Monaco,Monaco,Euro,32965,2023-09-05 23:41:56.339912,/places/default/view/Monaco-146
Mongolia,Ulan Bator,Tugrik,3086918,2023-09-05 23:41:56.395424,/places/default/view/Mongolia-147
Montenegro,Podgorica,Euro,666730,2023-09-05 23:41:56.501032,/places/default/view/Montenegro-148
Montserrat,Plymouth,Dollar,9341,2023-09-05 23:41:56.573653,/places/default/view/Montserrat-149
Morocco,Rabat,Dirham,31627428,2023-09-05 23:41:56.640575,/places/default/view/Morocco-150
Mozambique,Maputo,Metical,22061451,2023-09-05 23:41:56.707353,/places/default/view/Mozambique-151
Myanmar,Nay Pyi Taw,Kyat,53414374,2023-09-05 23:41:56.771263,/places/default/view/Myanmar-152
Namibia,Windhoek,Dollar,2128471,2023-09-05 23:41:56.830169,/places/default/view/Namibia-153
Nauru,Yaren,Dollar,10065,2023-09-05 23:41:56.896437,/places/default/view/Nauru-154
Nepal,Kathmandu,Rupee,28951852,2023-09-05 23:41:56.949239,/places/default/view/Nepal-155
Netherlands,Amsterdam,Euro,16645000,2023-09-05 23:41:57.010026,/places/default/view/Netherlands-156
Netherlands Antilles,Willemstad,Guilder,136197,2023-09-05 23:41:57.070788,/places/default/view/Netherlands-Antilles-157
New Caledonia,Noumea,Franc,216494,2023-09-05 23:41:57.126735,/places/default/view/New-Caledonia-158
New Zealand,Wellington,Dollar,4252277,2023-09-05 23:41:57.183541,/places/default/view/New-Zealand-159
Nicaragua,Managua,Cordoba,5995928,2023-09-05 23:41:57.239621,/places/default/view/Nicaragua-160
Niger,Niamey,Franc,15878271,2023-09-05 23:41:57.298286,/places/default/view/Niger-161
Nigeria,Abuja,Naira,154000000,2023-09-05 23:41:57.357674,/places/default/view/Nigeria-162
Niue,Alofi,Dollar,2166,2023-09-05 23:41:57.419859,/places/default/view/Niue-163
Norfolk Island,Kingston,Dollar,1828,2023-09-05 23:41:57.475721,/places/default/view/Norfolk-Island-164
North Korea,Pyongyang,Won,22912177,2023-09-05 23:41:57.571842,/places/default/view/North-Korea-165
Northern Mariana Islands,Saipan,Dollar,53883,2023-09-05 23:41:57.641334,/places/default/view/Northern-Mariana-Islands-166
Norway,Oslo,Krone,5009150,2023-09-05 23:41:57.735928,/places/default/view/Norway-167
Oman,Muscat,Rial,2967717,2023-09-05 23:41:57.868628,/places/default/view/Oman-168
Pakistan,Islamabad,Rupee,184404791,2023-09-05 23:41:57.931102,/places/default/view/Pakistan-169
Palau,Melekeok,Dollar,19907,2023-09-05 23:41:57.990156,/places/default/view/Palau-170
Palestinian Territory,East Jerusalem,Shekel,3800000,2023-09-05 23:41:58.052969,/places/default/view/Palestinian-Territory-171
Panama,Panama City,Balboa,3410676,2023-09-05 23:41:58.115641,/places/default/view/Panama-172
Papua New Guinea,Port Moresby,Kina,6064515,2023-09-05 23:41:58.178280,/places/default/view/Papua-New-Guinea-173
Paraguay,Asuncion,Guarani,6375830,2023-09-05 23:41:58.236086,/places/default/view/Paraguay-174
Peru,Lima,Sol,29907003,2023-09-05 23:41:58.312235,/places/default/view/Peru-175
Philippines,Manila,Peso,99900177,2023-09-05 23:41:58.368160,/places/default/view/Philippines-176
Pitcairn,Adamstown,Dollar,46,2023-09-05 23:41:58.419128,/places/default/view/Pitcairn-177
Poland,Warsaw,Zloty,38500000,2023-09-05 23:41:58.476169,/places/default/view/Poland-178
Portugal,Lisbon,Euro,10676000,2023-09-05 23:41:58.530243,/places/default/view/Portugal-179
Puerto Rico,San Juan,Dollar,3916632,2023-09-05 23:41:58.590394,/places/default/view/Puerto-Rico-180
Qatar,Doha,Rial,840926,2023-09-05 23:41:58.649152,/places/default/view/Qatar-181
Republic of the Congo,Brazzaville,Franc,3039126,2023-09-05 23:41:58.746343,/places/default/view/Republic-of-the-Congo-182
Reunion,Saint-Denis,Euro,776948,2023-09-05 23:41:58.810296,/places/default/view/Reunion-183
Romania,Bucharest,Leu,21959278,2023-09-05 23:41:58.870935,/places/default/view/Romania-184
Russia,Moscow,Ruble,140702000,2023-09-05 23:41:58.947167,/places/default/view/Russia-185
Rwanda,Kigali,Franc,11055976,2023-09-05 23:41:59.009843,/places/default/view/Rwanda-186
Saint Barthelemy,Gustavia,Euro,8450,2023-09-05 23:41:59.127396,/places/default/view/Saint-Barthelemy-187
Saint Helena,Jamestown,Pound,7460,2023-09-05 23:41:59.182303,/places/default/view/Saint-Helena-188
Saint Kitts and Nevis,Basseterre,Dollar,51134,2023-09-05 23:41:59.238853,/places/default/view/Saint-Kitts-and-Nevis-189
Saint Lucia,Castries,Dollar,160922,2023-09-05 23:41:59.292185,/places/default/view/Saint-Lucia-190
Saint Martin,Marigot,Euro,35925,2023-09-05 23:41:59.350062,/places/default/view/Saint-Martin-191
Saint Pierre and Miquelon,Saint-Pierre,Euro,7012,2023-09-05 23:41:59.405669,/places/default/view/Saint-Pierre-and-Miquelon-192
Saint Vincent and the Grenadines,Kingstown,Dollar,104217,2023-09-05 23:41:59.460947,/places/default/view/Saint-Vincent-and-the-Grenadines-193
Samoa,Apia,Tala,192001,2023-09-05 23:41:59.523118,/places/default/view/Samoa-194
San Marino,San Marino,Euro,31477,2023-09-05 23:41:59.583467,/places/default/view/San-Marino-195
Sao Tome and Principe,Sao Tome,Dobra,175808,2023-09-05 23:41:59.636721,/places/default/view/Sao-Tome-and-Principe-196
Saudi Arabia,Riyadh,Rial,25731776,2023-09-05 23:41:59.692115,/places/default/view/Saudi-Arabia-197
Senegal,Dakar,Franc,12323252,2023-09-05 23:41:59.796524,/places/default/view/Senegal-198
Serbia,Belgrade,Dinar,7344847,2023-09-05 23:41:59.851194,/places/default/view/Serbia-199
Serbia and Montenegro,Belgrade,Dinar,10829175,2023-09-05 23:41:59.907966,/places/default/view/Serbia-and-Montenegro-200
Seychelles,Victoria,Rupee,88340,2023-09-05 23:41:59.970270,/places/default/view/Seychelles-201
Sierra Leone,Freetown,Leone,5245695,2023-09-05 23:42:00.031374,/places/default/view/Sierra-Leone-202
Singapore,Singapur,Dollar,4701069,2023-09-05 23:42:00.092276,/places/default/view/Singapore-203
Sint Maarten,Philipsburg,Guilder,37429,2023-09-05 23:42:00.149300,/places/default/view/Sint-Maarten-204
Slovakia,Bratislava,Euro,5455000,2023-09-05 23:42:00.209251,/places/default/view/Slovakia-205
Slovenia,Ljubljana,Euro,2007000,2023-09-05 23:42:00.267074,/places/default/view/Slovenia-206
Solomon Islands,Honiara,Dollar,559198,2023-09-05 23:42:00.328773,/places/default/view/Solomon-Islands-207
Somalia,Mogadishu,Shilling,10112453,2023-09-05 23:42:00.386349,/places/default/view/Somalia-208
South Africa,Pretoria,Rand,49000000,2023-09-05 23:42:00.447364,/places/default/view/South-Africa-209
South Georgia and the South Sandwich Islands,Grytviken,Pound,30,2023-09-05 23:42:00.526745,/places/default/view/South-Georgia-and-the-South-Sandwich-Islands-210
South Korea,Seoul,Won,48422644,2023-09-05 23:42:00.584384,/places/default/view/South-Korea-211
South Sudan,Juba,Pound,8260490,2023-09-05 23:42:00.642433,/places/default/view/South-Sudan-212
Spain,Madrid,Euro,46505963,2023-09-05 23:42:00.700993,/places/default/view/Spain-213
Sri Lanka,Colombo,Rupee,21513990,2023-09-05 23:42:00.751811,/places/default/view/Sri-Lanka-214
Sudan,Khartoum,Pound,35000000,2023-09-05 23:42:00.843837,/places/default/view/Sudan-215
Suriname,Paramaribo,Dollar,492829,2023-09-05 23:42:00.903067,/places/default/view/Suriname-216
Svalbard and Jan Mayen,Longyearbyen,Krone,2550,2023-09-05 23:42:00.961316,/places/default/view/Svalbard-and-Jan-Mayen-217
Swaziland,Mbabane,Lilangeni,1354051,2023-09-05 23:42:01.023099,/places/default/view/Swaziland-218
Sweden,Stockholm,Krona,9555893,2023-09-05 23:42:01.077627,/places/default/view/Sweden-219
Switzerland,Berne,Franc,7581000,2023-09-05 23:42:01.134603,/places/default/view/Switzerland-220
Syria,Damascus,Pound,22198110,2023-09-05 23:42:01.189294,/places/default/view/Syria-221
Taiwan,Taipei,Dollar,22894384,2023-09-05 23:42:01.246443,/places/default/view/Taiwan-222
Tajikistan,Dushanbe,Somoni,7487489,2023-09-05 23:42:01.321179,/places/default/view/Tajikistan-223
Tanzania,Dodoma,Shilling,41892895,2023-09-05 23:42:01.412785,/places/default/view/Tanzania-224
Thailand,Bangkok,Baht,67089500,2023-09-05 23:42:01.512991,/places/default/view/Thailand-225
Togo,Lome,Franc,6587239,2023-09-05 23:42:01.605053,/places/default/view/Togo-226
Tokelau,,Dollar,1466,2023-09-05 23:42:16.807873,/places/default/view/Tokelau-227
Tonga,Nuku'alofa,Pa'anga,122580,2023-09-05 23:42:01.720617,/places/default/view/Tonga-228
Trinidad and Tobago,Port of Spain,Dollar,1228691,2023-09-05 23:42:01.781762,/places/default/view/Trinidad-and-Tobago-229
Tunisia,Tunis,Dinar,10589025,2023-09-05 23:42:01.835283,/places/default/view/Tunisia-230
Turkey,Ankara,Lira,77804122,2023-09-05 23:42:01.891608,/places/default/view/Turkey-231
Turkmenistan,Ashgabat,Manat,4940916,2023-09-05 23:42:01.980959,/places/default/view/Turkmenistan-232
Turks and Caicos Islands,Cockburn Town,Dollar,20556,2023-09-05 23:42:02.041181,/places/default/view/Turks-and-Caicos-Islands-233
Tuvalu,Funafuti,Dollar,10472,2023-09-05 23:42:02.092701,/places/default/view/Tuvalu-234
U.S. Virgin Islands,Charlotte Amalie,Dollar,108708,2023-09-05 23:42:02.150314,/places/default/view/US-Virgin-Islands-235
Uganda,Kampala,Shilling,33398682,2023-09-05 23:42:02.208165,/places/default/view/Uganda-236
Ukraine,Kiev,Hryvnia,45415596,2023-09-05 23:42:02.264871,/places/default/view/Ukraine-237
United Arab Emirates,Abu Dhabi,Dirham,4975593,2023-09-05 23:42:02.320511,/places/default/view/United-Arab-Emirates-238
United Kingdom,London,Pound,62348447,2023-09-05 23:42:02.377173,/places/default/view/United-Kingdom-239
United States,Washington,Dollar,310232863,2023-09-05 23:42:02.435345,/places/default/view/United-States-240
United States Minor Outlying Islands,,Dollar,0,2023-09-05 23:42:17.659242,/places/default/view/United-States-Minor-Outlying-Islands-241
Uruguay,Montevideo,Peso,3477000,2023-09-05 23:42:02.549920,/places/default/view/Uruguay-242
Uzbekistan,Tashkent,Som,27865738,2023-09-05 23:42:02.605797,/places/default/view/Uzbekistan-243
Vanuatu,Port Vila,Vatu,221552,2023-09-05 23:42:02.667250,/places/default/view/Vanuatu-244
Vatican,Vatican City,Euro,921,2023-09-05 23:42:02.729079,/places/default/view/Vatican-245
Venezuela,Caracas,Bolivar,27223228,2023-09-05 23:42:02.783443,/places/default/view/Venezuela-246
Vietnam,Hanoi,Dong,89571130,2023-09-05 23:42:02.850899,/places/default/view/Vietnam-247
Wallis and Futuna,Mata Utu,Franc,16025,2023-09-05 23:42:02.948331,/places/default/view/Wallis-and-Futuna-248
Western Sahara,El-Aaiun,Dirham,273008,2023-09-05 23:42:03.001856,/places/default/view/Western-Sahara-249
Yemen,Sanaa,Rial,23495361,2023-09-05 23:42:03.059820,/places/default/view/Yemen-250
